# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_01673	101588_4	29985	30707	-	723	403	425	399	207	194	92	200	202	209
SA101588_01674	101588_4	31061	31510	+	450	3828	5855	3805	1854	1962	344	2279	1982	1539
SA101588_01675	101588_4	31591	32178	-	588	148	172	157	129	103	68	143	91	105
SA101588_01676	101588_4	32321	34003	+	1683	241	258	246	254	257	436	321	226	206
SA101588_01677	101588_4	34132	34515	-	384	421	483	505	414	294	172	422	333	381
SA101588_01678	101588_4	34517	35368	-	852	1354	1397	1462	1047	877	529	1159	824	924
SA101588_01679	101588_4	35361	36179	-	819	1533	1414	1441	878	702	556	949	814	812
SA101588_01680	101588_4	36252	37112	+	861	728	701	772	404	306	390	465	345	365
SA101588_01681	101588_4	37198	37902	-	705	515	608	670	421	338	134	471	374	352
SA101588_01682	101588_4	38179	39138	-	960	2589	2431	2929	964	683	350	1047	663	787
SA101588_01683	101588_4	39825	41273	+	1449	311	303	289	319	303	245	392	375	330
SA101588_01684	101588_4	41353	42690	-	1338	44	86	64	65	71	97	142	57	54
SA101588_01685	101588_4	42944	43360	+	417	280	200	201	212	175	114	254	190	195
SA101588_01686	101588_4	43483	44373	+	891	8895	10141	10089	3553	2670	1164	4270	2818	2966
SA101588_01687	101588_4	44568	46064	-	1497	47710	50904	48812	31468	27791	55526	36544	27523	25490
SA101588_01688	101588_4	46751	48370	-	1620	3340	3349	3627	1647	1259	922	1963	1337	1497
SA101588_01689	101588_4	48543	48986	-	444	326	413	418	583	422	273	607	441	450
SA101588_01690	101588_4	49266	49478	-	213	283	243	221	194	176	45	217	163	172
SA101588_01691	101588_4	49756	51465	-	1710	1882	7843	4573	1670	5981	4320	2189	6126	3917
SA101588_01692	101588_4	51726	53216	-	1491	2174	9189	5711	1953	6842	3441	2161	7161	4454
SA101588_01693	101588_4	53469	54032	+	564	818	1547	1215	1259	1524	1013	1297	1600	1303
SA101588_01694	101588_4	54201	55823	-	1623	1155	3750	2141	2665	7770	4592	3093	7706	4694
SA101588_01695	101588_4	56341	56877	-	537	70	80	68	77	65	35	93	59	50
SA101588_01696	101588_4	56874	58724	-	1851	286	294	326	236	224	183	344	204	198
SA101588_01697	101588_4	58971	60341	-	1371	62	86	95	65	55	51	82	60	58
SA101588_01698	101588_4	60830	61438	-	609	276	291	320	206	190	195	223	179	168
SA101588_01699	101588_4	61504	63384	-	1881	693	761	752	253	216	332	308	213	197
SA101588_01700	101588_4	63775	64272	-	498	118	152	156	64	63	49	85	91	78
SA101588_01701	101588_4	65706	67706	-	2001	688	633	623	488	484	369	587	498	441
SA101588_01702	101588_4	67703	68458	-	756	262	241	242	198	173	181	230	167	156
SA101588_01703	101588_4	68566	69453	-	888	848	879	817	500	517	386	574	474	406
SA101588_01704	101588_4	69464	70129	-	666	915	848	784	465	394	247	521	465	371
SA101588_01705	101588_4	70155	70355	-	201	372	451	467	243	216	120	279	218	222
SA101588_01706	101588_4	70553	71977	+	1425	89	129	83	87	115	96	129	123	99
SA101588_01707	101588_4	71336	71439	-	104	0	0	0	0	0	0	0	0	0
SA101588_01708	101588_4	72037	72141	-	105	463	564	553	187	180	90	211	176	176
SA101588_01709	101588_4	72260	72715	-	456	1362	1416	1444	739	595	566	842	591	616
SA101588_01710	101588_4	72959	73720	-	762	467	423	483	379	279	201	361	289	293
SA101588_01711	101588_4	73836	76817	-	2982	2522	4588	3215	6712	6580	7061	6270	5851	4931
SA101588_01712	101588_4	77167	77871	-	705	180	203	213	444	396	229	459	378	378
SA101588_01713	101588_4	77970	78911	-	942	240	278	237	446	439	255	476	472	422
SA101588_01714	101588_4	78928	80358	-	1431	62	64	66	84	91	126	112	80	77
SA101588_01715	101588_4	80449	81459	-	1011	31	29	32	31	41	41	64	36	31
SA101588_01716	101588_4	81492	82727	-	1236	25	20	21	48	23	35	28	34	26
SA101588_01717	101588_4	83075	83524	-	450	51	45	49	57	36	51	56	34	45
SA101588_01718	101588_4	83892	85421	-	1530	4100	3604	4836	3664	2837	1969	4172	2830	3532
SA101588_01719	101588_4	85835	86362	-	528	701	1157	898	588	557	245	622	702	458
SA101588_01720	101588_4	86617	87060	+	444	94	81	68	39	44	74	57	45	44
SA101588_01721	101588_4	87300	89174	+	1875	533	457	551	638	538	966	783	600	577
SA101588_01722	101588_4	89251	91203	+	1953	751	788	760	1019	891	1640	1264	891	896
SA101588_01723	101588_4	91217	92155	+	939	254	246	300	316	360	648	464	311	313
SA101588_01724	101588_4	92267	95248	-	2982	4935	5923	5609	4658	4209	5491	5536	4217	4190
SA101588_01725	101588_4	95459	97318	+	1860	8131	7644	8554	6978	5581	6276	7958	5845	6506
SA101588_01726	101588_4	97585	98145	-	561	1430	1461	1555	595	466	209	777	525	531
SA101588_01727	101588_4	98313	100208	-	1896	1456	1919	1976	1463	1408	1140	2149	1247	1280
SA101588_01728	101588_4	100450	101808	-	1359	1658	1726	1662	1608	1452	975	1739	1356	1350
SA101588_01729	101588_4	101801	103309	-	1509	1464	1614	1528	1939	1676	1204	2134	1780	1627
SA101588_01730	101588_4	103327	105717	-	2391	1663	1946	1730	2657	2326	1479	2873	2286	2233
SA101588_01731	101588_4	105707	106666	-	960	137	169	136	146	151	112	159	119	114
SA101588_01732	101588_4	106644	108215	-	1572	189	270	249	237	236	177	209	214	198
SA101588_01733	101588_4	108202	109755	-	1554	232	255	253	146	142	126	186	176	157
SA101588_01734	101588_4	109766	110977	-	1212	160	189	146	127	89	128	122	110	108
SA101588_01735	101588_4	111106	117945	-	6840	6506	8297	7214	7197	6615	11602	9166	7374	6782
SA101588_01736	101588_4	118492	119184	-	693	2104	2137	2394	1398	921	906	1330	885	1066
SA101588_01737	101588_4	119510	120433	+	924	88	93	82	102	72	98	114	96	104
SA101588_01738	101588_4	120620	121564	+	945	41	34	42	40	47	41	45	38	29
SA101588_01739	101588_4	121551	123455	+	1905	211	259	246	183	180	200	234	164	174
SA101588_01740	101588_4	123410	123574	+	165	44	63	76	36	56	41	49	42	41
SA101588_01741	101588_4	123793	124152	+	360	1215	1141	1058	1228	1023	1251	1247	993	916
SA101588_01742	101588_4	124237	124848	-	612	563	612	599	540	356	410	494	329	403
SA101588_01743	101588_4	124927	125403	-	477	81	66	52	25	23	10	27	19	20
SA101588_01744	101588_4	125406	125906	-	501	60	80	96	29	35	18	26	30	31
SA101588_01745	101588_4	126141	126908	-	768	25	25	33	34	34	31	36	31	35
SA101588_01746	101588_4	126905	127597	-	693	10	17	20	22	30	28	21	22	22
SA101588_01747	101588_4	127614	128276	-	663	10	9	13	12	24	9	29	13	9
SA101588_01748	101588_4	128733	129122	-	390	211	310	233	376	420	42	396	391	330
SA101588_01749	101588_4	129123	129683	-	561	440	401	482	105	89	28	153	105	122
SA101588_01750	101588_4	129681	129755	-	75	9	7	13	5	3	0	3	3	5
SA101588_01751	101588_4	129847	131085	+	1239	19	21	16	12	17	10	21	10	15
SA101588_01752	101588_4	131049	131354	+	306	2	4	3	2	1	8	7	4	3
SA101588_01753	101588_4	131351	132223	+	873	74	64	65	14	26	35	60	23	28
SA101588_01754	101588_4	132210	133262	+	1053	343	295	302	144	119	122	169	141	132
SA101588_01755	101588_4	133378	133628	+	251	7745	9222	11655	9976	7331	11323	12295	7275	9306
SA101588_01756	101588_4	133710	135755	-	2046	102741	91108	123722	117238	84553	181937	125848	82446	102176
SA101588_01757	101588_4	136843	137475	-	633	66	76	83	93	128	98	138	109	109
SA101588_01758	101588_4	137472	138230	-	759	48	52	55	89	66	80	86	59	67
SA101588_01759	101588_4	138227	138931	-	705	37	29	59	35	32	48	47	34	45
SA101588_01760	101588_4	138924	139502	-	579	16	29	30	28	19	22	16	23	25
SA101588_01761	101588_4	139499	140077	-	579	33	20	27	12	18	30	13	16	17
SA101588_01762	101588_4	140046	141059	-	1014	48	33	47	35	28	53	49	33	42
SA101588_01763	101588_4	141075	142325	-	1251	33	51	50	44	30	75	75	32	42
SA101588_01764	101588_4	142318	142932	-	615	12	13	26	11	16	30	24	12	12
SA101588_01765	101588_4	142950	143807	-	858	23	56	72	22	44	43	84	42	59
SA101588_01766	101588_4	144073	145197	-	1125	79	146	93	43	49	47	76	62	53
SA101588_01767	101588_4	145610	146125	+	516	1506	2208	1730	899	1042	809	1434	1132	936
SA101588_01768	101588_4	146271	147245	-	975	906	1055	961	306	281	199	401	339	268
SA101588_01769	101588_4	147490	148446	+	957	211	263	217	199	150	112	252	161	222
SA101588_01770	101588_4	148600	149238	+	639	518	461	529	372	332	366	437	327	354
SA101588_01771	101588_4	149357	150124	-	768	386	431	417	539	453	304	724	505	483
SA101588_01772	101588_4	150114	150452	-	339	150	210	195	198	187	127	254	170	175
SA101588_01773	101588_4	150619	151083	+	465	629	686	619	896	670	461	852	641	623
SA101588_01774	101588_4	151244	154234	-	2991	2067	3771	2213	2498	3489	3570	2941	3498	2277
SA101588_01775	101588_4	154612	156030	+	1419	1193	1125	969	714	596	635	782	641	574
SA101588_01776	101588_4	156030	156196	+	167	27	7	15	3	5	2	11	2	5
SA101588_01777	101588_4	156580	157488	-	909	252	259	230	155	142	90	172	156	164
SA101588_01778	101588_4	157710	158285	+	576	134	147	99	85	73	83	97	74	78
SA101588_01779	101588_4	158444	159460	+	1017	163	194	165	143	145	128	217	132	147
SA101588_01780	101588_4	159700	160500	+	801	1191	1264	1361	284	285	307	376	286	287
SA101588_01781	101588_4	160803	161315	-	513	316	357	292	365	308	156	392	301	223
SA101588_01782	101588_4	161605	162363	+	759	90	93	114	116	87	92	118	98	98
SA101588_01783	101588_4	162353	164233	+	1881	257	194	257	270	238	229	316	290	228
SA101588_01784	101588_4	164325	164516	+	192	25	33	41	31	32	34	34	27	49
SA101588_01785	101588_4	164908	165108	+	201	2122	2964	2297	17691	16814	8408	15340	13176	11870
SA101588_01786	101588_4	165226	165795	-	570	760	663	911	201	174	119	240	161	194
SA101588_01787	101588_4	166055	166450	-	396	67	64	71	58	34	22	51	44	56
SA101588_01788	101588_4	166518	166871	-	354	7	18	13	20	26	22	25	18	22
SA101588_01789	101588_4	167188	168027	-	840	1274	1650	1659	3262	3052	2848	3511	3015	3123
SA101588_01790	101588_4	168070	168789	-	720	690	797	663	1823	1989	1831	2189	2105	1737
SA101588_01791	101588_4	168789	170666	-	1878	1763	2078	1854	5620	5510	4945	5931	5666	4878
SA101588_01792	101588_4	170733	172112	-	1380	788	924	790	2918	2826	2711	3107	2765	2363
SA101588_01793	101588_4	172256	172603	-	348	174	224	199	827	766	698	850	729	737
SA101588_01794	101588_4	172730	172867	-	138	1955	3406	2658	8471	8876	6576	8931	7917	6881
SA101588_01795	101588_4	173598	174959	+	1362	6341	6318	6114	3082	3220	3433	4600	3409	3298
SA101588_01796	101588_4	175237	176370	+	1134	6366	6870	6608	2940	2640	2022	3722	2860	2652
SA101588_01797	101588_4	176760	176996	+	237	1094	1560	1424	607	589	390	929	729	620
SA101588_01798	101588_4	176993	178105	+	1113	2676	3195	2874	1461	1417	880	2115	1528	1294
SA101588_01799	101588_4	178115	180049	+	1935	5117	6347	5611	3311	3220	2069	4749	3325	2986
SA101588_01800	101588_4	180086	182755	+	2670	7691	8112	7145	3068	2774	1611	4075	3015	2695
SA101588_01801	101588_4	182840	183652	-	813	289	306	290	785	783	343	816	748	643
SA101588_01802	101588_4	183978	185492	+	1515	1814	1774	1822	2031	1603	1149	2193	1591	1646
SA101588_01803	101588_4	185565	185780	+	216	752	1592	1708	2362	1597	1148	2492	1554	1940
SA101588_01804	101588_4	185870	187156	+	1287	2701	2902	2882	1135	1139	387	1228	1070	966
SA101588_01805	101588_4	187803	188498	+	696	460	354	338	205	159	180	242	205	198
SA101588_01806	101588_4	188495	188824	+	330	152	216	202	133	145	97	171	145	128
SA101588_01807	101588_4	189029	189127	+	99	104	164	129	72	81	22	108	68	57
SA101588_01808	101588_4	189187	190155	+	969	199	200	232	188	224	172	267	196	202
SA101588_01809	101588_4	190291	190398	+	108	21	28	28	36	20	27	46	36	20
SA101588_01810	101588_4	190463	191386	+	924	1826	1749	1618	1326	1176	808	1598	1301	1125
SA101588_01811	101588_4	191401	193368	+	1968	5820	6163	6387	6846	6370	4946	7720	5894	5553
SA101588_01812	101588_4	193365	193811	+	447	1876	2201	2276	2213	2014	1402	2428	1904	1793
SA101588_01813	101588_4	193843	195243	+	1401	3057	3478	3161	3867	3307	3102	4226	3113	3186
SA101588_01814	101588_4	195522	196805	+	1284	521	596	512	1242	1104	639	1379	1043	950
SA101588_01817	101588_4	197467	197633	-	167	16	26	27	26	21	10	29	27	24
SA101588_01818	101588_4	198129	198830	+	702	2723	2702	2728	1917	1627	1246	2254	1642	1570
SA101588_01819	101588_4	198843	200669	+	1827	4367	4635	4380	4349	3676	3562	4783	3613	3483
SA101588_01820	101588_4	200662	201996	+	1335	2975	2869	2770	3286	2699	2741	3609	2801	2677
SA101588_01821	101588_4	201997	202785	+	789	1663	1940	1911	2384	2102	1814	2552	1920	1973
SA101588_01822	101588_4	203182	203973	+	792	445	510	453	294	259	139	417	268	285
SA101588_01823	101588_4	204200	206521	+	2322	3957	4557	4924	909	792	676	1129	825	999
SA101588_01824	101588_4	206887	207366	+	480	712	975	888	285	270	124	475	328	346
SA101588_01825	101588_4	207612	207917	+	306	228	224	242	56	67	29	99	56	54
SA101588_01826	101588_4	208116	208979	+	864	592	502	501	131	99	56	221	117	100
SA101588_01827	101588_4	209087	210562	+	1476	1129	1122	1069	222	186	96	330	207	236
SA101588_01828	101588_4	210788	211888	+	1101	33	37	21	37	53	50	36	43	39
SA101588_01829	101588_4	211881	212252	+	372	3	4	3	2	7	6	7	5	10
SA101588_01830	101588_4	212249	213892	+	1644	30	27	38	51	59	52	62	48	47
SA101588_01831	101588_4	213846	213962	+	117	2	0	3	1	3	2	1	2	1
SA101588_01832	101588_5	92	721	-	630	5983	5967	6682	2974	2275	1497	3205	2213	2427
SA101588_01833	101588_5	1037	1552	-	516	717	699	695	182	118	60	197	116	129
SA101588_01834	101588_5	1743	2747	+	1005	1047	1085	923	467	501	254	650	559	455
SA101588_01835	101588_5	2972	3148	-	177	153	194	148	153	124	48	143	120	119
SA101588_01836	101588_5	3313	3714	-	402	182	176	216	89	77	53	133	64	71
SA101588_01837	101588_5	3750	4784	-	1035	369	330	334	66	65	49	96	69	66
SA101588_01838	101588_5	5016	5447	-	432	611	766	720	722	619	475	933	609	650
SA101588_01839	101588_5	5653	6930	-	1278	111	133	111	285	302	207	333	312	234
SA101588_01840	101588_5	7091	7714	+	624	1147	1466	1275	1267	1161	859	1697	1186	1189
SA101588_01841	101588_5	7760	8704	+	945	1020	1136	1114	985	925	670	1227	967	929
SA101588_01842	101588_5	8790	10232	-	1443	535	642	589	861	803	629	1310	861	775
SA101588_01843	101588_5	10415	10798	+	384	1972	1331	826	626	708	670	793	911	507
SA101588_01844	101588_5	12286	14391	+	2106	1397	1361	1414	1275	1108	1135	1564	1178	1131
SA101588_01845	101588_5	14462	14884	+	423	2101	2033	1912	2621	1779	874	2761	1897	2084
SA101588_01846	101588_5	15162	15518	+	357	1425	1609	1637	306	270	34	327	279	293
SA101588_01847	101588_5	15716	16993	-	1278	8434	10721	9486	12830	12737	8362	14915	12695	10993
SA101588_01848	101588_5	17175	17540	-	366	676	638	639	479	434	338	546	474	403
SA101588_01849	101588_5	17936	18382	+	447	6415	6104	5862	3233	2624	2409	3836	2772	2846
SA101588_01850	101588_5	18605	19027	+	423	985	938	1002	479	361	405	565	388	358
SA101588_01851	101588_5	19135	20304	-	1170	176	210	181	206	263	162	274	281	201
SA101588_01852	101588_5	20398	20625	-	228	31	41	29	19	33	12	36	42	22
SA101588_01853	101588_5	20869	21783	+	915	26	32	32	26	20	13	36	32	37
SA101588_01854	101588_5	21762	22502	+	741	28	48	51	39	25	30	31	43	29
SA101588_01855	101588_5	22755	23408	-	654	553	760	755	1089	1065	947	1294	1165	1019
SA101588_01856	101588_5	23431	24465	-	1035	1320	1736	1612	2053	2159	1943	2566	2168	1754
SA101588_01857	101588_5	24489	24941	-	453	777	930	815	924	979	916	1113	988	791
SA101588_01858	101588_5	24961	25638	-	678	851	840	676	815	890	842	1070	954	667
SA101588_01859	101588_5	25631	26206	-	576	99	127	75	299	385	242	366	375	176
SA101588_01860	101588_5	26199	27758	-	1560	254	322	234	722	981	730	850	981	511
SA101588_01861	101588_5	27748	31437	-	3690	382	633	385	1553	2122	1627	1609	1861	1087
SA101588_01862	101588_5	31744	32721	-	978	120	116	86	238	298	225	310	268	188
SA101588_01863	101588_5	32712	33026	-	315	20	16	16	42	60	52	57	67	37
SA101588_01864	101588_5	33030	35435	-	2406	146	175	149	305	333	375	351	320	202
SA101588_01865	101588_5	35481	36233	-	753	32	42	37	55	34	37	49	50	28
SA101588_01866	101588_5	36461	36997	-	537	167	188	162	225	212	99	219	209	178
SA101588_01867	101588_5	37403	38227	-	825	940	1023	900	1054	987	764	1238	1054	979
SA101588_01868	101588_5	38430	38612	-	183	62	94	69	61	63	28	60	54	56
SA101588_01869	101588_5	38699	39166	-	468	348	417	320	183	155	88	161	163	193
SA101588_01870	101588_5	39352	40899	-	1548	989	1122	1151	1588	1329	950	1657	1290	1310
SA101588_01871	101588_5	41192	41791	-	600	586	792	771	706	587	300	794	643	609
SA101588_01872	101588_5	41810	42172	-	363	530	524	508	419	322	182	463	360	353
SA101588_01873	101588_5	42427	43677	+	1251	1852	2884	2129	1803	2110	1491	2103	2084	1645
SA101588_01874	101588_5	43774	44505	-	732	3720	5099	4843	3705	3689	2455	4134	3580	3531
SA101588_01875	101588_5	44502	45230	-	729	4041	4672	3740	2627	2838	2325	3395	2799	2509
SA101588_01876	101588_5	45202	45981	-	780	5591	7176	6304	3590	3687	3139	4391	3695	3408
SA101588_01877	101588_5	46102	47541	-	1440	1645	1935	1685	2684	2619	2708	2968	2575	2391
SA101588_01878	101588_5	47715	47819	+	105	284	357	252	223	216	277	273	198	232
SA101588_01879	101588_5	47973	48659	-	687	1735	2306	1905	1030	950	674	1220	973	850
SA101588_01880	101588_5	48986	49852	-	867	108	190	141	164	183	102	183	189	170
SA101588_01881	101588_5	50549	51859	+	1311	5594	4445	6802	5398	2872	7655	5752	3078	4923
SA101588_01882	101588_5	51763	51978	-	216	6	5	7	12	3	2	17	7	14
SA101588_01883	101588_5	52359	53324	+	966	1026	579	1093	1116	457	1149	1069	408	764
SA101588_01884	101588_5	53892	54839	+	948	941	357	1096	1265	439	1703	1181	379	929
SA101588_01885	101588_5	54841	55818	+	978	1025	467	1311	1852	645	2599	1783	603	1394
SA101588_01886	101588_5	55870	56337	-	468	36	30	16	18	19	13	22	17	17
SA101588_01887	101588_5	56348	57040	-	693	29	31	47	46	45	31	48	56	53
SA101588_01888	101588_5	57051	58166	-	1116	68	69	50	108	72	48	103	80	77
SA101588_01889	101588_5	58144	59151	-	1008	68	68	60	82	83	44	114	92	69
SA101588_01890	101588_5	59163	60512	-	1350	22	26	28	24	14	20	22	17	15
SA101588_01891	101588_5	60490	61176	-	687	16	5	18	9	7	7	10	12	5
SA101588_01892	101588_5	61277	61563	+	287	2	4	4	1	0	0	3	0	4
SA101588_01893	101588_5	61629	63362	-	1734	95	114	101	78	62	54	78	58	66
SA101588_01894	101588_5	63387	65150	-	1764	87	106	86	62	50	26	96	43	31
SA101588_01895	101588_5	65822	65918	+	97	18	27	17	19	16	9	19	14	18
SA101588_01896	101588_5	66095	66481	-	387	132	140	116	141	124	107	171	126	133
SA101588_01897	101588_5	66748	67890	+	1143	1013	1108	959	836	717	1164	925	708	721
SA101588_01898	101588_5	67950	68609	+	660	905	1115	1115	1467	1072	1642	1463	1043	1064
SA101588_01899	101588_5	68797	70008	+	1212	1440	1311	1156	999	863	1420	1112	951	859
SA101588_01900	101588_5	70131	70604	-	474	143	184	180	282	268	148	318	264	268
SA101588_01901	101588_5	70717	71373	+	657	654	736	650	331	308	186	352	311	325
SA101588_01902	101588_5	71436	72242	-	807	138	200	156	91	91	75	96	96	102
SA101588_01903	101588_5	72529	73878	+	1350	8356	10542	7166	4753	5467	4595	5652	5970	4190
SA101588_01904	101588_5	74076	76154	+	2079	1803	2128	1842	1299	1244	1895	1410	1314	1232
SA101588_01905	101588_5	76293	78122	-	1830	1719	1723	1653	1593	1426	1227	1761	1632	1454
SA101588_01906	101588_5	78354	79853	+	1500	787	788	714	408	356	306	554	371	317
SA101588_01907	101588_5	79960	80811	-	852	684	690	587	268	238	70	380	236	244
SA101588_01908	101588_5	81131	82066	-	936	484	462	455	428	343	161	453	337	364
SA101588_01909	101588_5	82292	83692	-	1401	1576	1498	1299	793	710	511	935	773	718
SA101588_01910	101588_5	83986	84681	-	696	304	315	352	147	158	163	208	169	162
SA101588_01911	101588_5	84681	85622	-	942	548	692	735	388	313	327	347	303	296
SA101588_01912	101588_5	85639	86274	-	636	270	266	244	73	78	63	86	72	41
SA101588_01913	101588_5	86271	87497	-	1227	711	799	922	186	141	143	190	146	216
SA101588_01914	101588_5	88167	88766	-	600	606	736	771	788	592	636	912	549	648
SA101588_01915	101588_5	88947	90593	+	1647	254	297	239	424	414	521	495	375	418
SA101588_01916	101588_5	90891	92243	+	1353	2769	2950	3057	1682	1393	2366	2220	1446	1670
SA101588_01917	101588_5	92305	93492	-	1188	401	525	406	1053	1161	1487	1118	1186	959
SA101588_01918	101588_5	93887	94663	-	777	650	554	626	657	497	435	773	471	526
SA101588_01919	101588_5	94656	95318	-	663	522	458	472	525	432	295	529	391	405
SA101588_01920	101588_5	95664	96740	-	1077	996	1201	1174	1079	837	958	993	730	824
SA101588_01921	101588_5	96979	97434	+	456	1843	1801	2170	621	411	251	730	461	571
SA101588_01922	101588_5	97602	99179	-	1578	1025	1084	974	756	681	494	831	669	595
SA101588_01923	101588_5	99374	100120	+	747	498	443	437	160	149	195	181	195	174
SA101588_01924	101588_5	100344	101537	-	1194	569	585	510	273	247	217	349	259	221
SA101588_01925	101588_5	101549	102298	-	750	315	371	298	121	144	132	166	155	142
SA101588_01926	101588_5	102291	103106	-	816	339	412	339	150	117	102	181	122	116
SA101588_01927	101588_5	103103	103972	-	870	256	269	265	72	78	81	146	81	99
SA101588_01928	101588_5	103969	104904	-	936	460	420	353	241	207	188	281	202	234
SA101588_01929	101588_5	104917	106515	-	1599	1724	1639	1708	1121	857	989	1232	945	942
SA101588_01930	101588_5	106658	107959	-	1302	344	351	448	214	147	299	250	173	201
SA101588_01931	101588_5	107952	108770	-	819	278	256	284	201	146	203	238	141	212
SA101588_01932	101588_5	108781	109602	-	822	282	275	290	147	135	176	206	142	167
